true_log_time,prob_flip,prob_rwd,rand_flip,rand_reward,model,score,active_side,side,active_side_poke,reward,protocol,streak,turn,action,outcome,monster_life
2026-04-15T12:08:43.724763,0.15,0.45,,,qwen/qwen3.5-flash-02-23,0,0,1,0,0,protocol-1,0,1,travel,arrived,400
2026-04-15T12:08:55.613237,0.15,0.45,,,qwen/qwen3.5-flash-02-23,0,0,1,0,0,protocol-1,0,2,fire,miss,400
2026-04-15T12:08:58.998439,0.15,0.45,,,qwen/qwen3.5-flash-02-23,0,0,0,1,0,protocol-1,1,3,travel,arrived,400
2026-04-15T12:09:05.516918,0.15,0.45,0.2576606205245803,0.4176911897065356,qwen/qwen3.5-flash-02-23,10,0,0,1,1,protocol-1,0,4,fire,hit,390
2026-04-15T12:09:08.605572,0.15,0.45,0.021593161466223032,0.3031921113933137,qwen/qwen3.5-flash-02-23,20,0,0,1,1,protocol-1,1,5,fire,hit,380
2026-04-15T12:09:15.669703,0.15,0.45,,,qwen/qwen3.5-flash-02-23,20,1,0,0,0,protocol-1,2,6,fire,miss,380
2026-04-15T12:09:23.052270,0.15,0.45,,,qwen/qwen3.5-flash-02-23,20,1,0,0,0,protocol-1,3,7,fire,miss,380
2026-04-15T12:09:27.411482,0.15,0.45,,,qwen/qwen3.5-flash-02-23,20,1,0,0,0,protocol-1,4,8,fire,miss,380
2026-04-15T12:09:36.590404,0.15,0.45,,,qwen/qwen3.5-flash-02-23,20,1,0,0,0,protocol-1,5,9,fire,miss,380
2026-04-15T12:09:51.089137,0.15,0.45,,,qwen/qwen3.5-flash-02-23,20,1,1,1,0,protocol-1,6,10,travel,arrived,380
2026-04-15T12:10:46.500475,0.15,0.45,0.11483817759044679,0.4842559174525467,qwen/qwen3.5-flash-02-23,20,1,1,1,0,protocol-1,0,11,fire,miss,380
2026-04-15T12:11:05.740868,0.15,0.45,,,qwen/qwen3.5-flash-02-23,20,0,0,1,0,protocol-1,1,12,travel,arrived,380
