2026-03-06T03:55:41.066532,0.9,0.9,,,claude-haiku-4-5,0,0,1,0,0,easy,0,1,travel,not_spotted,250
2026-03-06T03:55:41.066540,0.9,0.9,,,claude-haiku-4-5,0,0,0,1,0,easy,0,2,travel,return,250
2026-03-06T03:55:42.287824,0.9,0.9,0.35682269870532635,0.7571442908591246,claude-haiku-4-5,3,0,0,1,1,easy,0,3,fire,hit,247
2026-03-06T03:55:42.729462,0.9,0.9,,,claude-haiku-4-5,3,1,0,0,0,easy,1,4,fire,miss,247
2026-03-06T03:55:43.411892,0.9,0.9,,,claude-haiku-4-5,3,1,0,0,0,easy,2,5,fire,miss,247
2026-03-06T03:55:43.912305,0.9,0.9,,,claude-haiku-4-5,3,1,0,0,0,easy,3,6,fire,miss,247
2026-03-06T03:55:44.391994,0.9,0.9,,,claude-haiku-4-5,3,1,0,0,0,easy,4,7,travel,traveling,247
2026-03-06T03:55:44.392012,0.9,0.9,,,claude-haiku-4-5,3,1,1,1,0,easy,4,8,travel,spotted,247
2026-03-06T03:55:44.869222,0.9,0.9,0.09787629488815353,0.8205129972613227,claude-haiku-4-5,6,1,1,1,1,easy,0,9,fire,hit,244
2026-03-06T03:55:45.294084,0.9,0.9,,,claude-haiku-4-5,6,0,1,0,0,easy,1,10,fire,miss,244
2026-03-06T03:55:45.778670,0.9,0.9,,,claude-haiku-4-5,6,0,1,0,0,easy,2,11,fire,miss,244
2026-03-06T03:55:46.240189,0.9,0.9,,,claude-haiku-4-5,6,0,1,0,0,easy,3,12,fire,miss,244
2026-03-06T03:55:46.721715,0.9,0.9,,,claude-haiku-4-5,6,0,1,0,0,easy,4,13,travel,traveling,244
2026-03-06T03:55:46.721731,0.9,0.9,,,claude-haiku-4-5,6,0,0,1,0,easy,4,14,travel,spotted,244
2026-03-06T03:55:47.172787,0.9,0.9,0.9637170897331004,0.10239538352285238,claude-haiku-4-5,9,0,0,1,1,easy,0,15,fire,hit,241
2026-03-06T03:55:47.733308,0.9,0.9,0.5517485275701619,0.10728090175076577,claude-haiku-4-5,12,0,0,1,1,easy,1,16,fire,hit,238
2026-03-06T03:55:48.182114,0.9,0.9,,,claude-haiku-4-5,12,1,0,0,0,easy,2,17,fire,miss,238
2026-03-06T03:55:48.654001,0.9,0.9,,,claude-haiku-4-5,12,1,0,0,0,easy,3,18,fire,miss,238
2026-03-06T03:55:49.113204,0.9,0.9,,,claude-haiku-4-5,12,1,0,0,0,easy,4,19,travel,traveling,238
2026-03-06T03:55:49.113220,0.9,0.9,,,claude-haiku-4-5,12,1,1,1,0,easy,4,20,travel,spotted,238
2026-03-06T03:55:49.637708,0.9,0.9,0.6616275126578128,0.4635191694047426,claude-haiku-4-5,15,1,1,1,1,easy,0,21,fire,hit,235
2026-03-06T03:55:50.316639,0.9,0.9,,,claude-haiku-4-5,15,0,1,0,0,easy,1,22,fire,miss,235
2026-03-06T03:55:50.768457,0.9,0.9,,,claude-haiku-4-5,15,0,1,0,0,easy,2,23,fire,miss,235
2026-03-06T03:55:51.284979,0.9,0.9,,,claude-haiku-4-5,15,0,1,0,0,easy,3,24,travel,traveling,235
2026-03-06T03:55:51.284993,0.9,0.9,,,claude-haiku-4-5,15,0,0,1,0,easy,3,25,travel,spotted,235
2026-03-06T03:55:51.738702,0.9,0.9,0.9174370201749928,0.07962490913721687,claude-haiku-4-5,18,0,0,1,1,easy,0,26,fire,hit,232
2026-03-06T03:55:52.301330,0.9,0.9,0.3693292008143252,0.9999747947785712,claude-haiku-4-5,18,0,0,1,0,easy,1,27,fire,miss,232
2026-03-06T03:55:52.793852,0.9,0.9,,,claude-haiku-4-5,18,1,0,0,0,easy,2,28,fire,miss,232
